/sentence/@id;/sentence/#id;/sentence/aspectTerms/aspectTerm/@from;polarity;aspect_term;/sentence/aspectTerms/aspectTerm/@to;sentence
2179;2061;;;;;One, owning a mac is essentially a full production studio (in the case of a mac book a portable version).
574;2062;;;;;I would like to tell you about the best laptop I just got from Mac.
2309;2063;;;;;I'm glad it waited, this one is great.
1226;2064;15;neutral;repair depot;27;I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.
1226;2064;99;neutral;repair depot;111;I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.
1169;2065;;;;;(For those old enough to remember, it is similar to Beta versus VHS.
2627;2066;33;positive;Operating System;49;It's also fairly easy to use the Operating System.
2743;2067;;;;;But, I would recommend this product.
1980;2068;37;conflict;motherboards;49;I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.
1802;2069;;;;;If so, you may be having similar problems.
885;2070;;;;;Some days it's just blurry, some days it appears that it's raining on my nice desktop background of a lake and mountains.
1537;2071;;;;;This is a great machine!
3059;2072;;;;;This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.
2558;2073;57;negative;costing;64;We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.
1026;2074;14;negative;AC plug;21;So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.
2694;2075;0;positive;Peformance;10;Peformance is good for the price.
2694;2075;27;positive;price;32;Peformance is good for the price.
1228;2076;64;negative;shipping;72;The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.
376;2077;;;;;I can see why the have soooo much money.
776;2078;;;;;I'M REALLY FRUSTRATED BY THIS EXPERIENCE.
1232;2079;;;;;And Toshiba is totally unconcerned.
755;2080;44;negative;BIOS;48;Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.
1640;2081;;;;;And in 6 months, there have been no freezing up and no blue, purple, black or any other type of screen.
1947;2082;24;negative;ports;29;I had 3 months when the ports started going out.
2841;2083;;;;;think i would spend little extra to get a better made laptop.
3017;2084;24;positive;O;25;The improvements to the OS have been relatively gradual, but substantive.
1836;2085;;;;;I'll wait and save up for a new one.
3069;2086;;;;;This laptop does everything I need it to very well.
2441;2087;;;;;They are not.
2604;2088;;;;;It makes sorting out all those photos on my digital camera a breeze, and organizing them by place, time taken, or sending them to an online print shop, or uploading them to Flickr or Facebook etc, is not hard at all.
437;2089;;;;;Its been a year and am still waiting to see what there going to do about my laptop.
3003;2090;;;;;I bought it to use in college and it is perfect.
319;2091;20;positive;use;23;It is super easy to use.
1406;2092;32;negative;hard drives;43;Many of my classmates computers hard drives crashed.
22;2093;8;positive;use;11;Ease of use is just one of the benefits I love about my Mac.
2576;2094;81;neutral;MS Office;90;I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.
1775;2095;57;positive;shipping;65;"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
1775;2095;100;positive;price;105;"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
1775;2095;36;positive;budget;42;"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
382;2096;;;;;It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it.
538;2097;;;;;They discovered the manufacturer's defect and sent it in for repair.
2279;2098;10;positive;power;15;The sheer power and flexibility makes the MacBook Pro a must have for any techie!
2279;2098;20;positive;flexibility;31;The sheer power and flexibility makes the MacBook Pro a must have for any techie!
20;2099;;;;;LOVE IT LOVE IT LOVE IT!
2917;2100;26;negative;HDMI port;35;The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.
2917;2100;42;negative;S-video port;54;The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.
550;2101;4;negative;speakers;12;The speakers on it are useless too.
883;2102;;;;;You may soon mistake my digitus medius as a lively pogo stick.
1004;2103;;;;;This is not Best Buy's fault.
2068;2104;;;;;I had meant to purchase the NB205 and bought this one by accident (long story).
1405;2105;;;;;Most of my papers could not be saved and when they could be, half the time, the papers were then erased.
590;2106;;;;;I've had my MacBook Pro for three years now and still love it!
3076;2107;0;neutral;Battery;7;Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.
3076;2107;41;neutral;surfing the web;56;Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.
2403;2108;;;;;Exactly that, users.
1768;2109;0;positive;Iphoto;6;Iphoto is great for adding pictures right to facebook and other social networking sites.
2651;2110;;;;;I have recommended this laptop to everyone I know who is buying one.
565;2111;;;;;they will not let you down.
94;2112;;;;;Almost 4 years ago I bought what was then the current, up to date HP Pavilion--If I recall correctly, it was the dv 1300 t.
1044;2113;;;;;It's not a recommendation, it' a plea.
1936;2114;263;negative;Senior Tech;274;"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech""."
2859;2115;31;negative;volume wheel;43;Some features arent friendly ( volume wheel, sound quality, etc.
2859;2115;45;negative;sound quality;58;Some features arent friendly ( volume wheel, sound quality, etc.
2859;2115;5;negative;features;13;Some features arent friendly ( volume wheel, sound quality, etc.
2745;2116;10;positive;price;15;"A cheaper price should not equal a ""cheap"" product."
616;2117;;;;;-When I started worrying for not hearing anything from them, I tried to call.
2489;2118;12;neutral;manual;18;I think the manual is somewhere on the hard drive, but I rather have a hard copy.
2489;2118;39;neutral;hard drive;49;I think the manual is somewhere on the hard drive, but I rather have a hard copy.
736;2119;;;;;got another 1, and same issue.
2203;2120;76;neutral;software;84;Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!
2986;2121;;;;;They were able to set-up with labtops themselves within a few minutes.
3063;2122;;;;;I consider myself an average user and this computer serves my need.
1053;2123;11;negative;sensitivity;22;Adjust the sensitivity since it's not that responsive to begin with.
